"Common Name","Scientific Name","Number of Records"
"rattlesnake brome","Bromus briziformis","1"
"peach twig borer","Anarsia lineatella","1"
"French rose","Rosa gallica","1"
"multiple species","","1"
"red brome","Bromus rubens","1"
"plum","Prunus domestica","1"
"cherry silverberry","Elaeagnus multiflora","1"
"natalgrass","Melinis repens","1"
"Russian thistle","Salsola tragus","1"
"narrow-leaved cattail","Typha angustifolia","1"
"common speedwell","Veronica officinalis","1"
"Japanese corktree","Phellodendron japonicum","1"
"southern magnolia","Magnolia grandiflora","1"
"narrowleaf hawksbeard","Crepis tectorum","1"
"alfalfa","Medicago sativa","1"
"kingdevil hawkweed","Hieracium piloselloides","1"
"sun spurge","Euphorbia helioscopia","1"
"nettleleaf goosefoot","Chenopodium murale","1"
"American sycamore","Platanus occidentalis","1"
"hedge maple","Acer campestre","1"
"Japanese zelkova","Zelkova serrata","1"
"nipplewort","Lapsana communis","1"
"Amur maple","Acer ginnala","1"
"horsenettle","Solanum carolinense","1"
"Japanese sedge","Carex kobomugi","1"
"lesser swinecress","Lepidium didymum","1"
"Asian chestnut gall wasp","Dryocosmus kuriphilus","1"
"ripgut brome","Bromus diandrus","1"
"Mediterranean gecko","Hemidactylus turcicus","1"
"juniper scale","Carulaspis juniperi","1"
"Asian mazus","Mazus pumilus","1"
"rescuegrass","Bromus catharticus","1"
"Mexican fireweed","Bassia scoparia","1"
"smutgrass","Sporobolus indicus","1"
"autumn olive","Elaeagnus umbellata var. parvifolia","1"
"rose campion","Silene coronaria","1"
"multilined hammerhead worm","Diversibipalium multilineatum","1"
"San Jose scale","Comstockaspis perniciosa","1"
"carpetweed","Mollugo verticillata","1"
"Standish's honeysuckle","Lonicera standishii","1"
"Oriental photinia","Photinia villosa","1"
"sweetclover","Melilotus spp.","1"
"New Zealand mud snail","Potamopyrgus antipodarum","1"
"sweetwilliam","Dianthus barbatus","1"
"stripe rust","Puccinia striiformis f.sp. tritici","1"
"wild carrot","Daucus carota ssp. carota","1"
"viburnum","Viburnum spp.","1"
"wild chervil","Anthriscus sylvestris","1"
"yellow hawkweed","Pilosella caespitosa","1"
