"Common Name","Scientific Name","Number of Records"
"geranium aphid","Acyrthosiphon malvae","1"
"bandedwinged whitefly","Trialeurodes abutiloneus","1"
"gall-making aphids","Colopha spp.","1"
"European elm flea weevil","Orchestes alni","1"
"Madagascar periwinkle","Catharanthus roseus","1"
"aphid","Macrosiphoniella frigidicola","1"
"largeseed falseflax","Camelina sativa","1"
"Taterian honeysuckle aphid","Hyadaphis tataricae","1"
"aphid","Macrosiphoniella tapuskae","1"
"aphid","Macrosiphoniella yomogifoliae","1"
"African mustard","Strigosella africana","1"
"Thunberg lespedeza","Lespedeza thunbergii","1"
"brittleleaf naiad","Najas minor","1"
"aphid","Monelliopsis tuberculata","1"
"bladder senna","Colutea arborescens","1"
"yellow alyssum","Alyssum alyssoides","1"
"aphid","Schizaphis minuta","1"
"aphid","Nasonovia spp.","1"
"elder aphid","Aphis sambuci","1"
"chamber bitter","Phyllanthus urinaria","1"
"English elm","Ulmus procera","1"
"castorbean","Ricinus communis","1"
"cucurbit downy mildew","Pseudoperonospora cubensis","1"
"butterflybush","Buddleja davidii","1"
"common groundsel","Senecio vulgaris","1"
"common chokecherry","Prunus virginiana","1"
"cane fruit (blackberry, raspberry)","Rubus spp.","1"
"catchweed","Asperugo procumbens","1"
