"Common Name","Scientific Name","Number of Records"
"Siberian iris","Iris sibirica","4"
"sneezewort yarrow","Achillea ptarmica","3"
"spanishneedles","Bidens bipinnata","3"
"water speedwell","Veronica anagallis-aquatica","3"
"squirreltail fescue","Vulpia bromoides","3"
"starch grape hyacinth","Muscari neglectum","3"
"spotted lanternfly","Lycorma delicatula","3"
"weeping forsythia","Forsythia suspensa","3"
"sticky groundsel","Senecio viscosus","3"
"wisterias","Wisteria spp.","3"
"spruce aphid","Elatobium abietinum","3"
"claspleaf twistedstalk","Streptopus amplexifolius","3"
"yellow alfalfa","Medicago sativa ssp. falcata","3"
"mimosa webworm","Homadaula anisocentra","3"
"sticky chickweed","Cerastium glomeratum","3"
"catchweed","Asperugo procumbens","3"
"mountain-ash sawfly","Pristiphora geniculata","3"
"little mallow","Malva parviflora","3"
"sticky nightshade","Solanum sisymbriifolium","3"
"bluebuttons, field scabious","Knautia arvensis","3"
"opium poppy","Papaver somniferum","3"
"big periwinkle","Vinca major","3"
"smooth cat's ear","Hypochaeris glabra","3"
"European beech","Fagus sylvatica","3"
"large gray willow","Salix atrocinerea","3"
"European pine sawfly","Neodiprion sertifer","3"
"rock pigeon","Columba livia","3"
"five-leaf aralia","Eleutherococcus sieboldianus","3"
"English yew","Taxus baccata","3"
"false strawberry","Potentilla indica","3"
"yellow starthistle","Centaurea solstitialis","3"
"little burclover","Medicago minima","3"
"castorbean","Ricinus communis","3"
"yellow archangel","Lamium galeobdolon","3"
"boreal chickweed","Cerastium tomentosum","3"
"crowfootgrass","Dactyloctenium aegyptium","3"
"eastern spruce gall adelgid","Adelges abietis","3"
"Japanese angelica tree","Aralia elata","3"
"Japanese hedge-parsley, erect hedgeparsley","Torilis japonica","3"
"hairy beggarticks","Bidens pilosa","3"
"hedge maple","Acer campestre","3"
"perennial goosefoot","Chenopodium bonus-henricus","2"
"brassbuttons","Cotula coronopifolia","2"
"junglerice","Echinochloa colona","2"
"hair fescue","Festuca filiformis","2"
"golden lungwort","Hieracium murorum","2"
"babysbreath","Gypsophila paniculata","2"
"mile-a-minute weevil","Rhinoncomimus latipes","2"
"Japanese snowball","Viburnum plicatum","2"
"interrupted windgrass","Apera interrupta","2"
"Chinese elm","Ulmus parvifolia","2"
"pearl gromwell","Lithospermum officinale","2"
"longstalk cranesbill","Geranium columbinum","2"
"European aspen","Populus tremula","2"
"castor aralia","Kalopanax septemlobus","2"
"Japanese sedge","Carex kobomugi","2"
"European speedwell","Veronica beccabunga","2"
"Asian flatsedge","Cyperus microiria","2"
"cutleaf nightshade","Solanum triflorum","2"
"daffodil","Narcissus pseudonarcissus","2"
"European spruce needle miner","Epinotia nanana","2"
"common crupina","Crupina vulgaris","2"
"Japanese yew","Taxus cuspidata","2"
"black nightshade","Solanum nigrum","2"
"crowndaisy","Glebionis coronaria","2"
"Chinese wisteria","Wisteria sinensis","2"
"goldenrain tree","Koelreuteria paniculata","2"
"blackthorn","Prunus spinosa","2"
"common water hyacinth","Eichhornia crassipes","2"
"bushy wallflower","Erysimum repandum","2"
"parrotfeather","Myriophyllum aquaticum","2"
"blue mustard","Chorispora tenella","2"
"common bugloss","Anchusa officinalis","2"
"white deadnettle","Lamium album","2"
"Norway maple aphid","Periphyllus lyropictus","2"
"violet crabgrass","Digitaria violascens","2"
"climbing false buckwheat","Fallopia scandens","2"
"sicklepod","Senna obtusifolia","2"
"mourningbride","Scabiosa atropurpurea","2"
"Scots heath","Erica cinerea","2"
"balloonvine","Cardiospermum halicacabum","2"
"poplar sawfly","Trichiocampus viminalis","2"
"black horehound","Ballota nigra","2"
"plumeless thistle","Carduus","2"
"tamarisk","Tamarix spp.","2"
"small bugloss","Anchusa arvensis","2"
"water fern","Salvinia minima","2"
"wild celery","Apium graveolens","2"
"three-lined land planarian","Bipalium pennsylvanicum","2"
"woolly distaff thistle","Carthamus lanatus","2"
"Thunberg lespedeza","Lespedeza thunbergii","2"
"slender amaranth","Amaranthus viridis","2"
"nit grass","Gastridium phleoides","2"
"mouse-ear cress","Arabidopsis thaliana","2"
"oriental mustard","Sisymbrium orientale","2"
"blessed milkthistle","Silybum marianum","1"
"willow scab","Venturia saliciperda","1"
"Siberian peashrub","Caragana arborescens","1"
"oystershell scale","Lepidosaphes ulmi","1"
"cane fruit (blackberry, raspberry)","Rubus spp.","1"
"wine grape","Vitis vinifera","1"
"red fox","Vulpes vulpes fulvus","1"
"Norway rat","Rattus norvegicus","1"
"devil's-claw","Proboscidea louisianica","1"
"Winter cutworm, large yellow underwing","Noctua pronuba","1"
"sapphire-berry","Symplocos paniculata","1"
"nutria","Myocastor coypus","1"
"crested wheatgrass","Agropyron cristatum","1"
"thyme-flowered dragonhead","Dracocephalum thymiflorum","1"
"sacred bamboo","Nandina domestica","1"
"mossy stonecrop","Sedum acre","1"
"elm leafminer","Kaliofenusa ulmi","1"
"spiny emex","Emex spinosa","1"
"summer snowflake","Leucojum aestivum ssp. aestivum","1"
"poet's narcissus","Narcissus poeticus","1"
"dotted duckmeat","Landoltia punctata","1"
"sweetwilliam","Dianthus barbatus","1"
"sweetscented bedstraw","Galium odoratum","1"
"Peruvian groundcherry","Physalis peruviana","1"
"Japanese cedar longhorn beetle","Callidiellum rufipenne","1"
"pipevine","Aristolochia macrophylla","1"
"threelobe false mallow","Malvastrum coromandelianum","1"
"perennial cornflower","Centaurea montana","1"
"European vervain","Verbena officinalis","1"
"red bartsia","Odontites vernus","1"
"uncaria","Uncaria spp.","1"
"red hailstone","Thladiantha dubia","1"
"golden bamboo","Phyllostachys aurea","1"
"shrubby lespedeza","Lespedeza bicolor","1"
"Chinese yam","Dioscorea polystachya","1"
"reed","Phragmites spp.","1"
"garden cress","Lepidium sativum","1"
"rose campion","Silene coronaria","1"
"common borage","Borago officinalis","1"
"strawberry raspberry","Rubus illecebrosus","1"
"New Zealand spinach","Tetragonia tetragonioides","1"
"garlic mustard aphid","Lipaphis alliariae","1"
"bracted plantain","Plantago aristata","1"
"thorny olive","Elaeagnus pungens","1"
"paper-mulberry","Broussonetia papyrifera","1"
"intermediate wheatgrass","Thinopyrum intermedium","1"
"Asian chestnut gall wasp","Dryocosmus kuriphilus","1"
"tall vervain","Verbena bonariensis","1"
"parsley","Petroselinum crispum","1"
"juniper scale","Carulaspis juniperi","1"
"bigpod sesbania","Sesbania herbacea","1"
"waterwort","Elatine triandra","1"
"London rocket","Sisymbrium irio","1"
"knawel","Scleranthus annuus","1"
"bigroot morning-glory","Ipomoea pandurata","1"
"unlisted plant","","1"
"western blue virginsbower","Clematis occidentalis","1"
"larch casebearer","Coleophora laricella","1"
"field forget-me-not","Myosotis arvensis","1"
"barberry","Berberis spp.","1"
"red brome","Bromus rubens","1"
"Cuban treefrog","Osteopilus septentrionalis","1"
"elm leaf beetle","Xanthogaleruca luteola","1"
"Austrian fieldcress","Rorippa austriaca","1"
"southern crabgrass","Digitaria ciliaris","1"
"date palm","Phoenix dactylifera","1"
"dothichiza canker of poplar","Plagiostoma populinum","1"
"Armillaria root rots","Armillaria spp.","1"
"spikenard","Aralia spp.","1"
"devil's walkingstick","Aralia spinosa","1"
"Dutch elm disease (novi-ulmi)","Ophiostoma novo-ulmi","1"
"bristly oxtongue","Helminthotheca echioides","1"
"spindletree","Euonymus spp.","1"
"cutleaf groundcherry","Physalis angulata","1"
"creeping charlie","Pilea nummulariifolia","1"
"Chinese chestnut","Castanea mollissima","1"
"Virginia groundcherry","Physalis virginiana var. virginiana","1"
"European field elm","Ulmus minor","1"
"Japanese maple","Acer palmatum","1"
"buttercup","Ranunculus spp.","1"
"spruce bud scale","Physokermes piceae","1"
"flowering rush","Butomus umbellatus","1"
"Kousa dogwood","Cornus kousa","1"
"common marshmallow","Althaea officinalis","1"
"Grecian foxglove","Digitalis lanata","1"
"fortune meadowsweet","Spiraea japonica var. fortunei","1"
"hairy bittercress","Cardamine hirsuta","1"
"fall cankerworm","Alsophila pometaria","1"
"hare's ear","Bupleurum rotundifolium","1"
"birch leafminer","Fenusa pusilla","1"
"oval-leaf knotweed","Polygonum arenastrum","1"
"European crabapple","Malus sylvestris","1"
"ragweed parthenium","Parthenium hysterophorus","1"
"common St. Paul's wort","Sigesbeckia orientalis","1"
"multicolored morning-glory","Ipomoea tricolor","1"
"European elm flea weevil","Orchestes alni","1"
"corktree","Phellodendron spp.","1"
"Dalmatian toadflax","Linaria dalmatica","1"
"fuzzy pride-of-Rochester","Deutzia scabra","1"
"mayweed, scentless chamomile","Tripleurospermum inodorum","1"
"linden aphid","Eucallipterus tiliae","1"
"larch sawfly","Pristiphora erichsonii","1"
"Italian bugloss","Anchusa azurea","1"
"hemp sesbania","Sesbania exaltata","1"
"Himalayan blackberry","Rubus armeniacus","1"
"Japanese corktree","Phellodendron japonicum","1"
"Japanese flowering crabapple","Malus floribunda","1"
